 -80.0      80.0       0.0     270.0      90.0     160.0      2  4  0
20200101060000
   -90.000   -90.000   -90.000   -90.000
    90.000    90.000    90.000    90.000
20200101120000
    30.000    30.000    30.000    30.000
    30.000    30.000    30.000    30.000
20200101180000
    90.000    90.000    90.000    90.000
   -90.000   -90.000   -90.000   -90.000
20200102000000
    30.000    30.000    30.000    30.000
    30.000    30.000    30.000    30.000
20200102060000
   -90.000   -90.000   -90.000   -90.000
    90.000    90.000    90.000    90.000
20200102120000
    30.000    30.000    30.000    30.000
    30.000    30.000    30.000    30.000
20200102180000
    90.000    90.000    90.000    90.000
   -90.000   -90.000   -90.000   -90.000
20200103000000
    30.000    30.000    30.000    30.000
    30.000    30.000    30.000    30.000
20200103060000
   -90.000   -90.000   -90.000   -90.000
    90.000    90.000    90.000    90.000
20200103120000
    30.000    30.000    30.000    30.000
    30.000    30.000    30.000    30.000
20200103180000
    90.000    90.000    90.000    90.000
   -90.000   -90.000   -90.000   -90.000
20200104000000
    30.000    30.000    30.000    30.000
    30.000    30.000    30.000    30.000
20200104060000
    90.000    90.000    90.000    90.000
   -90.000   -90.000   -90.000   -90.000
