 -80.0      80.0       0.0     270.0      90.0     160.0      2  4  3
20200101060000
     0.000     0.000     0.000     0.000
     0.000     0.000     0.000     0.000
    18.450    18.450    18.450    18.450
    18.450    18.450    18.450    18.450
20200101120000
     0.000     0.000     0.000     0.000
     0.000     0.000     0.000     0.000
    18.450    18.450    18.450    18.450
    18.450    18.450    18.450    18.450
20200101180000
     0.000     0.000     0.000     0.000
     0.000     0.000     0.000     0.000
    18.450    18.450    18.450    18.450
    18.450    18.450    18.450    18.450
20200102000000
     0.000     0.000     0.000     0.000
     0.000     0.000     0.000     0.000
    18.450    18.450    18.450    18.450
    18.450    18.450    18.450    18.450
20200102060000
     0.000     0.000     0.000     0.000
     0.000     0.000     0.000     0.000
    18.450    18.450    18.450    18.450
    18.450    18.450    18.450    18.450
20200102120000
     0.000     0.000     0.000     0.000
     0.000     0.000     0.000     0.000
    18.450    18.450    18.450    18.450
    18.450    18.450    18.450    18.450
20200102180000
     0.000     0.000     0.000     0.000
     0.000     0.000     0.000     0.000
    18.450    18.450    18.450    18.450
    18.450    18.450    18.450    18.450
20200103000000
     0.000     0.000     0.000     0.000
     0.000     0.000     0.000     0.000
    18.450    18.450    18.450    18.450
    18.450    18.450    18.450    18.450
20200103060000
     0.000     0.000     0.000     0.000
     0.000     0.000     0.000     0.000
    18.450    18.450    18.450    18.450
    18.450    18.450    18.450    18.450
20200103120000
     0.000     0.000     0.000     0.000
     0.000     0.000     0.000     0.000
    18.450    18.450    18.450    18.450
    18.450    18.450    18.450    18.450
20200103180000
     0.000     0.000     0.000     0.000
     0.000     0.000     0.000     0.000
    18.450    18.450    18.450    18.450
    18.450    18.450    18.450    18.450
20200104000000
     0.000     0.000     0.000     0.000
     0.000     0.000     0.000     0.000
    18.450    18.450    18.450    18.450
    18.450    18.450    18.450    18.450
20200104060000
     0.000     0.000     0.000     0.000
     0.000     0.000     0.000     0.000
    18.450    18.450    18.450    18.450
    18.450    18.450    18.450    18.450
